CODE;DATE;population;GDP PER capita;human development indeks
ETH;09/10/2020;18.56012597;7.45583449;0.463
FRO;09/10/2020;10.79681667;0;
FLK;09/10/2020;8.15564927;0;
FJI;09/10/2020;13.7061911;9.0714202;0.741
FIN;09/10/2020;15.52763465;10.61117158;0.92
FRA;09/10/2020;17.99409688;10.56115446;0.901
PYF;09/10/2020;12.54576825;0;
GAB;09/10/2020;14.61559461;9.71489113;0.702
GMB;09/10/2020;14.69789863;7.353573152;0.46
GEO;09/10/2020;15.199095;9.184517719;0.78
DEU;09/10/2020;18.24375196;10.71949917;0.936
GHA;09/10/2020;17.25184806;8.349396831;0.592
GIB;09/10/2020;10.42498602;0;
GRC;09/10/2020;16.15953083;10.1094598;0.87
GRL;09/10/2020;10.94679853;0;
GRD;09/10/2020;11.63087738;9.51737475;0.772
GUM;09/10/2020;12.03636915;0;
GTM;09/10/2020;16.70118056;8.912447412;0.65
GGY;09/10/2020;11.11322372;0;
GIN;09/10/2020;16.39062287;7.600365315;0.459
GNB;09/10/2020;14.49252734;7.345155006;0.455
GUY;09/10/2020;13.57542301;8.91396018;0.654
HTI;09/10/2020;16.24934608;7.410451751;0.498
HND;09/10/2020;16.10851066;8.421077587;0.617
HKG;09/10/2020;15.8300119;10.9340872;0.933
HUN;09/10/2020;16.08354044;10.19531954;0.838
ISL;09/10/2020;12.74037063;10.74684103;0.935
IND;09/10/2020;21.04535251;8.768212421;0.64
IDN;09/10/2020;19.42689854;9.322663552;0.694
IRN;09/10/2020;18.24624346;9.856533252;0.798
IRQ;09/10/2020;17.50993717;9.659119471;0.685
IRL;09/10/2020;15.41242964;11.11743979;0.938
IMN;09/10/2020;11.35078294;0;
ISR;09/10/2020;15.97371025;10.40826452;0.903
ITA;09/10/2020;17.91752278;10.46937177;0.88
JAM;09/10/2020;14.90109198;9.011105101;0.732
JPN;09/10/2020;18.65556675;10.57137392;0.909
JEY;09/10/2020;11.52359831;0;
JOR;09/10/2020;16.13820607;9.028517491;0.735
KAZ;09/10/2020;16.74812767;10.0881226;0.8
KEN;09/10/2020;17.80025043;8.004040863;0.59
OWID_KOS;09/10/2020;14.47446683;9.189712472;0
KWT;09/10/2020;15.26725623;11.09027153;0.803
KGZ;09/10/2020;15.69102752;8.129609454;0.672
LAO;09/10/2020;15.80003079;8.763640684;0.601
LVA;09/10/2020;14.45007584;10.12918169;0.847
LBN;09/10/2020;15.73616766;9.500586529;0.757
LSO;09/10/2020;14.57736817;7.955478753;0.52
LBR;09/10/2020;15.43641784;6.623783648;0.435
LBY;09/10/2020;15.74286198;9.791522441;0.706
LIE;09/10/2020;10.54894022;0;0.916
LTU;09/10/2020;14.81698436;10.29296775;0.858
LUX;09/10/2020;13.34706731;11.45400277;0.904
MKD;09/10/2020;14.54950213;9.481223174;0.757
MDG;09/10/2020;17.13661869;7.25590196;0.519
MWI;09/10/2020;16.76676599;6.998547998;0.477
MYS;09/10/2020;17.29261899;10.19646175;0.802
MDV;09/10/2020;13.20032762;9.627972231;0.717
MLI;09/10/2020;16.82370654;7.608029998;0.427
MLT;09/10/2020;12.99802163;10.50543249;0.878
MRT;09/10/2020;15.35230466;8.188031408;0.52
MUS;09/10/2020;14.05591783;9.918018712;0.79
MEX;09/10/2020;18.67480153;9.760567596;0.774
MDA;09/10/2020;15.21025983;8.554483581;0.7
MCO;09/10/2020;10.57755385;0;
MNG;09/10/2020;15.00283311;9.379310359;0.741
MNE;09/10/2020;13.35039417;9.705602795;0.814
MSR;09/10/2020;8.516993171;0;
MAR;09/10/2020;17.42400819;8.920658034;0.667
MOZ;09/10/2020;17.25770384;7.035359264;0.437
MMR;09/10/2020;17.81205473;8.629020214;0.578
NAM;09/10/2020;14.7480352;9.163438264;0.647
NPL;09/10/2020;17.18751281;7.800901839;0.574
NLD;09/10/2020;16.6566263;10.78875283;0.931
NCL;09/10/2020;12.56196578;0;
NZL;09/10/2020;15.38874766;10.49365591;0.917
NIC;09/10/2020;15.70629361;8.579499974;0.658
NER;09/10/2020;17.00213737;6.830874235;0.354
NGA;09/10/2020;19.1440641;8.582691377;0.532
MNP;09/10/2020;10.96053104;0;
NOR;09/10/2020;15.5058355;11.07906176;0.953
OMN;09/10/2020;15.44604869;10.54430693;0.821
PAK;09/10/2020;19.21318595;8.524110809;0.562
PSE;09/10/2020;15.44502871;8.400636454;0.686
PAN;09/10/2020;15.27755412;10.0108627;0.789
PNG;09/10/2020;16.00683186;8.248841478;0.544
PRY;09/10/2020;15.78017657;9.085571618;0.702
PER;09/10/2020;17.3111646;9.412195402;0.75
PHL;09/10/2020;18.51217534;8.935796678;0.699
POL;09/10/2020;17.44905184;10.21157667;0.865
PRT;09/10/2020;16.13757538;10.23770353;0.847
PRI;09/10/2020;14.86662585;10.46437881;
QAT;09/10/2020;14.87366884;11.66937863;0.856
ROU;09/10/2020;16.77238152;10.05677496;0.811
RUS;09/10/2020;18.79866817;10.11722517;0.816
RWA;09/10/2020;16.37677691;7.525214548;0.524
KNA;09/10/2020;10.88166329;10.11271005;0.778
LCA;09/10/2020;12.1206727;9.468993065;0.747
VCT;09/10/2020;11.61680789;9.280532817;0.723
SMR;09/10/2020;10.43229061;10.94837324;
STP;09/10/2020;12.2975619;8.02378631;0.589
SAU;09/10/2020;17.36552634;10.8005019;0.853
SEN;09/10/2020;16.63354636;7.81220822;0.505
SRB;09/10/2020;15.73310882;9.550298027;0.787
SYC;09/10/2020;11.49618614;10.18044812;0.797
SLE;09/10/2020;15.89207108;7.23727483;0.419
SGP;09/10/2020;15.58201085;11.35668541;0.932
SXM;09/10/2020;10.66620744;10.50032293;
SVK;09/10/2020;15.51289396;10.31411107;0.855
SVN;09/10/2020;14.54736486;10.35458992;0.896
SOM;09/10/2020;16.5814031;0;
ZAF;09/10/2020;17.8982664;9.416937869;0.699
KOR;09/10/2020;17.75260041;10.48956092;0.903
SSD;09/10/2020;16.23086427;7.358759558;0.388
ESP;09/10/2020;17.66042712;10.44209448;0.891
LKA;09/10/2020;16.87952045;9.36469763;0.77
SDN;09/10/2020;17.59626861;8.40436195;0.502
SUR;09/10/2020;13.28215639;9.530038347;0.72
SWZ;09/10/2020;13.96407193;8.954024529;0.588
SWE;09/10/2020;16.1279737;10.75682321;0.933
CHE;09/10/2020;15.97360361;10.95797667;0.944
SYR;09/10/2020;16.67774898;0;0.536
TWN;09/10/2020;16.98590072;0;
TJK;09/10/2020;16.07075684;7.971400966;0.65
TZA;09/10/2020;17.9054155;7.89480415;0.538
THA;09/10/2020;18.06114425;9.69754957;0.755
TLS;09/10/2020;14.09196129;8.790284636;0.625
TGO;09/10/2020;15.92920098;7.265298945;0.503
TTO;09/10/2020;14.15161916;10.26684759;0.784
TUN;09/10/2020;16.28518664;9.291855564;0.735
TUR;09/10/2020;18.25035574;10.13179141;0.791
TCA;09/10/2020;10.56405989;0;
UGA;09/10/2020;17.63850561;7.437033796;0.516
UKR;09/10/2020;17.59363088;8.97390804;0.751
ARE;09/10/2020;16.10707515;11.11681868;0.863
GBR;09/10/2020;18.03334044;10.59044673;0.922
USA;09/10/2020;19.61763693;10.90090556;0.924
VIR;09/10/2020;11.55620524;0;
URY;09/10/2020;15.06073864;9.930684782;0.804
UZB;09/10/2020;17.32613614;8.740833259;0.71
VAT;09/10/2020;6.695798917;0;
VEN;09/10/2020;17.1631645;9.725856299;0.761
VNM;09/10/2020;18.39370601;8.727759419;0.694
YEM;09/10/2020;17.21088998;7.299220849;0.452
ZMB;09/10/2020;16.72698889;8.213178735;0.588
ZWE;09/10/2020;16.51438055;7.549490737;0.535
AFG;08/10/2020;17.4772331;7.497754494;0.498
ALB;08/10/2020;14.87253667;9.376145531;0.785
DZA;08/10/2020;17.59630906;9.540639235;0.754
AND;08/10/2020;11.25499635;0;0.858
AGO;08/10/2020;17.3079574;8.668968767;0.581
AIA;08/10/2020;9.615938805;0;
ATG;08/10/2020;11.49198779;9.97538687;0.78
ARG;08/10/2020;17.62651421;9.848709615;0.825
ARM;08/10/2020;14.9017918;9.08109464;0.755
ABW;08/10/2020;11.5783948;10.49054565;
AUS;08/10/2020;17.05418434;10.70658069;0.939
AUT;08/10/2020;16.01344599;10.72407512;0.908
AZE;08/10/2020;16.13191719;9.670761927;0.757
BHS;08/10/2020;12.88219574;10.22983178;0.807
BHR;08/10/2020;14.34706955;10.67569323;0.846
BGD;08/10/2020;18.91957173;8.167347447;0.608
BRB;08/10/2020;12.56852934;9.739677672;0.8
BLR;08/10/2020;16.06145345;9.750800543;0.808
BEL;08/10/2020;16.26562008;10.66098361;0.916
BLZ;08/10/2020;12.89325457;8.964997479;0.708
BEN;08/10/2020;16.31063137;7.632515461;0.515
BMU;08/10/2020;11.03928322;10.83307578;
BTN;08/10/2020;13.55623711;9.072065978;0.612
BOL;08/10/2020;16.27279152;8.837220811;0.693
BES;08/10/2020;10.1743159;0;
BIH;08/10/2020;15.00360243;9.368531023;0.768
BWA;08/10/2020;14.67061714;9.668231819;0.717
BRA;08/10/2020;19.17473208;9.554174869;0.759
VGB;08/10/2020;10.31682162;0;
BRN;08/10/2020;12.98879313;11.18176859;0.853
BGR;08/10/2020;15.75402845;9.828942169;0.813
BFA;08/10/2020;16.85541655;7.440206573;0.423
BDI;08/10/2020;16.29127395;6.554253865;0.417
KHM;08/10/2020;16.63205462;8.201130849;0.582
CMR;08/10/2020;17.09438451;8.121161251;0.556
CAN;08/10/2020;17.44628825;10.69234463;0.926
CPV;08/10/2020;13.22850199;8.735935712;0.654
CYM;08/10/2020;11.09315857;10.81783698;
CAF;08/10/2020;15.39030816;6.49411686;0.367
TCD;08/10/2020;16.61436742;7.477690778;0.404
CHL;08/10/2020;16.76604717;10.03306902;0.843
CHN;08/10/2020;21.08743924;9.636177357;0.752
COL;08/10/2020;17.74503716;9.492126271;0.747
COM;08/10/2020;13.67578287;7.25410005;0.503
COG;08/10/2020;15.52354271;8.493188572;0.606
CRI;08/10/2020;15.44359631;9.650206585;0.794
CIV;08/10/2020;17.08805131;8.18896853;0.492
HRV;08/10/2020;15.22778158;10.02878879;0.831
CUB;08/10/2020;16.24266591;0;0.777
CUW;08/10/2020;12.00823128;0;
CYP;08/10/2020;13.68300607;10.38638063;0.869
CZE;08/10/2020;16.18659339;10.39224872;0.888
COD;08/10/2020;18.31043503;6.694726649;0.457
DNK;08/10/2020;15.57202326;10.75112496;0.929
DJI;08/10/2020;13.80344;7.903007272;0.476
DMA;08/10/2020;11.18429639;9.177131718;0.715
DOM;08/10/2020;16.19948244;9.588835779;0.736
ECU;08/10/2020;16.68585306;9.266903675;0.752
EGY;08/10/2020;18.44375647;9.263900665;0.696
SLV;08/10/2020;15.68518756;8.894595942;0.674
GNQ;08/10/2020;14.15411267;10.02592078;0.591
ERI;08/10/2020;15.08145118;7.320168857;0.44
EST;08/10/2020;14.09808385;10.29150981;0.871
ETH;08/10/2020;18.56012597;7.45583449;0.463
FRO;08/10/2020;10.79681667;0;
FLK;08/10/2020;8.15564927;0;
FJI;08/10/2020;13.7061911;9.0714202;0.741
FIN;08/10/2020;15.52763465;10.61117158;0.92
FRA;08/10/2020;17.99409688;10.56115446;0.901
PYF;08/10/2020;12.54576825;0;
GAB;08/10/2020;14.61559461;9.71489113;0.702
GMB;08/10/2020;14.69789863;7.353573152;0.46
GEO;08/10/2020;15.199095;9.184517719;0.78
DEU;08/10/2020;18.24375196;10.71949917;0.936
GHA;08/10/2020;17.25184806;8.349396831;0.592
GIB;08/10/2020;10.42498602;0;
GRC;08/10/2020;16.15953083;10.1094598;0.87
GRL;08/10/2020;10.94679853;0;
GRD;08/10/2020;11.63087738;9.51737475;0.772
GUM;08/10/2020;12.03636915;0;
GTM;08/10/2020;16.70118056;8.912447412;0.65
GGY;08/10/2020;11.11322372;0;
GIN;08/10/2020;16.39062287;7.600365315;0.459
GNB;08/10/2020;14.49252734;7.345155006;0.455
GUY;08/10/2020;13.57542301;8.91396018;0.654
HTI;08/10/2020;16.24934608;7.410451751;0.498
HND;08/10/2020;16.10851066;8.421077587;0.617
HKG;08/10/2020;15.8300119;10.9340872;0.933
HUN;08/10/2020;16.08354044;10.19531954;0.838
ISL;08/10/2020;12.74037063;10.74684103;0.935
IND;08/10/2020;21.04535251;8.768212421;0.64
IDN;08/10/2020;19.42689854;9.322663552;0.694
IRN;08/10/2020;18.24624346;9.856533252;0.798
IRQ;08/10/2020;17.50993717;9.659119471;0.685
IRL;08/10/2020;15.41242964;11.11743979;0.938
IMN;08/10/2020;11.35078294;0;
ISR;08/10/2020;15.97371025;10.40826452;0.903
ITA;08/10/2020;17.91752278;10.46937177;0.88
JAM;08/10/2020;14.90109198;9.011105101;0.732
JPN;08/10/2020;18.65556675;10.57137392;0.909
JEY;08/10/2020;11.52359831;0;
JOR;08/10/2020;16.13820607;9.028517491;0.735
KAZ;08/10/2020;16.74812767;10.0881226;0.8
KEN;08/10/2020;17.80025043;8.004040863;0.59
OWID_KOS;08/10/2020;14.47446683;9.189712472;0
KWT;08/10/2020;15.26725623;11.09027153;0.803
KGZ;08/10/2020;15.69102752;8.129609454;0.672
LAO;08/10/2020;15.80003079;8.763640684;0.601
LVA;08/10/2020;14.45007584;10.12918169;0.847
LBN;08/10/2020;15.73616766;9.500586529;0.757
LSO;08/10/2020;14.57736817;7.955478753;0.52
LBR;08/10/2020;15.43641784;6.623783648;0.435
LBY;08/10/2020;15.74286198;9.791522441;0.706
LIE;08/10/2020;10.54894022;0;0.916
LTU;08/10/2020;14.81698436;10.29296775;0.858
LUX;08/10/2020;13.34706731;11.45400277;0.904
MKD;08/10/2020;14.54950213;9.481223174;0.757
MDG;08/10/2020;17.13661869;7.25590196;0.519
MWI;08/10/2020;16.76676599;6.998547998;0.477
MYS;08/10/2020;17.29261899;10.19646175;0.802
MDV;08/10/2020;13.20032762;9.627972231;0.717
MLI;08/10/2020;16.82370654;7.608029998;0.427
MLT;08/10/2020;12.99802163;10.50543249;0.878
MRT;08/10/2020;15.35230466;8.188031408;0.52
MUS;08/10/2020;14.05591783;9.918018712;0.79
MEX;08/10/2020;18.67480153;9.760567596;0.774
MDA;08/10/2020;15.21025983;8.554483581;0.7
MCO;08/10/2020;10.57755385;0;
MNG;08/10/2020;15.00283311;9.379310359;0.741
MNE;08/10/2020;13.35039417;9.705602795;0.814
MSR;08/10/2020;8.516993171;0;
MAR;08/10/2020;17.42400819;8.920658034;0.667
MOZ;08/10/2020;17.25770384;7.035359264;0.437
MMR;08/10/2020;17.81205473;8.629020214;0.578
NAM;08/10/2020;14.7480352;9.163438264;0.647
NPL;08/10/2020;17.18751281;7.800901839;0.574
NLD;08/10/2020;16.6566263;10.78875283;0.931
NCL;08/10/2020;12.56196578;0;
NZL;08/10/2020;15.38874766;10.49365591;0.917
NIC;08/10/2020;15.70629361;8.579499974;0.658
NER;08/10/2020;17.00213737;6.830874235;0.354
NGA;08/10/2020;19.1440641;8.582691377;0.532
MNP;08/10/2020;10.96053104;0;
NOR;08/10/2020;15.5058355;11.07906176;0.953
OMN;08/10/2020;15.44604869;10.54430693;0.821
PAK;08/10/2020;19.21318595;8.524110809;0.562
PSE;08/10/2020;15.44502871;8.400636454;0.686
PAN;08/10/2020;15.27755412;10.0108627;0.789
PNG;08/10/2020;16.00683186;8.248841478;0.544
PRY;08/10/2020;15.78017657;9.085571618;0.702
PER;08/10/2020;17.3111646;9.412195402;0.75
PHL;08/10/2020;18.51217534;8.935796678;0.699
POL;08/10/2020;17.44905184;10.21157667;0.865
PRT;08/10/2020;16.13757538;10.23770353;0.847
PRI;08/10/2020;14.86662585;10.46437881;
QAT;08/10/2020;14.87366884;11.66937863;0.856
ROU;08/10/2020;16.77238152;10.05677496;0.811
RUS;08/10/2020;18.79866817;10.11722517;0.816
RWA;08/10/2020;16.37677691;7.525214548;0.524
KNA;08/10/2020;10.88166329;10.11271005;0.778
LCA;08/10/2020;12.1206727;9.468993065;0.747
VCT;08/10/2020;11.61680789;9.280532817;0.723
SMR;08/10/2020;10.43229061;10.94837324;
STP;08/10/2020;12.2975619;8.02378631;0.589
SAU;08/10/2020;17.36552634;10.8005019;0.853
SEN;08/10/2020;16.63354636;7.81220822;0.505
SRB;08/10/2020;15.73310882;9.550298027;0.787
SYC;08/10/2020;11.49618614;10.18044812;0.797
SLE;08/10/2020;15.89207108;7.23727483;0.419
SGP;08/10/2020;15.58201085;11.35668541;0.932
SXM;08/10/2020;10.66620744;10.50032293;
SVK;08/10/2020;15.51289396;10.31411107;0.855
SVN;08/10/2020;14.54736486;10.35458992;0.896
SOM;08/10/2020;16.5814031;0;
ZAF;08/10/2020;17.8982664;9.416937869;0.699
KOR;08/10/2020;17.75260041;10.48956092;0.903
SSD;08/10/2020;16.23086427;7.358759558;0.388
ESP;08/10/2020;17.66042712;10.44209448;0.891
LKA;08/10/2020;16.87952045;9.36469763;0.77
SDN;08/10/2020;17.59626861;8.40436195;0.502
SUR;08/10/2020;13.28215639;9.530038347;0.72
SWZ;08/10/2020;13.96407193;8.954024529;0.588
SWE;08/10/2020;16.1279737;10.75682321;0.933
CHE;08/10/2020;15.97360361;10.95797667;0.944
SYR;08/10/2020;16.67774898;0;0.536
TWN;08/10/2020;16.98590072;0;
TJK;08/10/2020;16.07075684;7.971400966;0.65
TZA;08/10/2020;17.9054155;7.89480415;0.538
THA;08/10/2020;18.06114425;9.69754957;0.755
TLS;08/10/2020;14.09196129;8.790284636;0.625
TGO;08/10/2020;15.92920098;7.265298945;0.503
TTO;08/10/2020;14.15161916;10.26684759;0.784
TUN;08/10/2020;16.28518664;9.291855564;0.735
TUR;08/10/2020;18.25035574;10.13179141;0.791
TCA;08/10/2020;10.56405989;0;
UGA;08/10/2020;17.63850561;7.437033796;0.516
UKR;08/10/2020;17.59363088;8.97390804;0.751
ARE;08/10/2020;16.10707515;11.11681868;0.863
GBR;08/10/2020;18.03334044;10.59044673;0.922
USA;08/10/2020;19.61763693;10.90090556;0.924
VIR;08/10/2020;11.55620524;0;
URY;08/10/2020;15.06073864;9.930684782;0.804
UZB;08/10/2020;17.32613614;8.740833259;0.71
VAT;08/10/2020;6.695798917;0;
VEN;08/10/2020;17.1631645;9.725856299;0.761
VNM;08/10/2020;18.39370601;8.727759419;0.694
YEM;08/10/2020;17.21088998;7.299220849;0.452
ZMB;08/10/2020;16.72698889;8.213178735;0.588
ZWE;08/10/2020;16.51438055;7.549490737;0.535
AFG;07/10/2020;17.4772331;7.497754494;0.498
ALB;07/10/2020;14.87253667;9.376145531;0.785
DZA;07/10/2020;17.59630906;9.540639235;0.754
AND;07/10/2020;11.25499635;0;0.858
AGO;07/10/2020;17.3079574;8.668968767;0.581
AIA;07/10/2020;9.615938805;0;
ATG;07/10/2020;11.49198779;9.97538687;0.78
ARG;07/10/2020;17.62651421;9.848709615;0.825
ARM;07/10/2020;14.9017918;9.08109464;0.755
ABW;07/10/2020;11.5783948;10.49054565;
AUS;07/10/2020;17.05418434;10.70658069;0.939
AUT;07/10/2020;16.01344599;10.72407512;0.908
AZE;07/10/2020;16.13191719;9.670761927;0.757
BHS;07/10/2020;12.88219574;10.22983178;0.807
BHR;07/10/2020;14.34706955;10.67569323;0.846
BGD;07/10/2020;18.91957173;8.167347447;0.608
BRB;07/10/2020;12.56852934;9.739677672;0.8
BLR;07/10/2020;16.06145345;9.750800543;0.808
BEL;07/10/2020;16.26562008;10.66098361;0.916
BLZ;07/10/2020;12.89325457;8.964997479;0.708
BEN;07/10/2020;16.31063137;7.632515461;0.515
BMU;07/10/2020;11.03928322;10.83307578;
BTN;07/10/2020;13.55623711;9.072065978;0.612
BOL;07/10/2020;16.27279152;8.837220811;0.693
BES;07/10/2020;10.1743159;0;
BIH;07/10/2020;15.00360243;9.368531023;0.768
BWA;07/10/2020;14.67061714;9.668231819;0.717
BRA;07/10/2020;19.17473208;9.554174869;0.759
VGB;07/10/2020;10.31682162;0;
BRN;07/10/2020;12.98879313;11.18176859;0.853
BGR;07/10/2020;15.75402845;9.828942169;0.813
BFA;07/10/2020;16.85541655;7.440206573;0.423
BDI;07/10/2020;16.29127395;6.554253865;0.417
KHM;07/10/2020;16.63205462;8.201130849;0.582
CMR;07/10/2020;17.09438451;8.121161251;0.556
CAN;07/10/2020;17.44628825;10.69234463;0.926
CPV;07/10/2020;13.22850199;8.735935712;0.654
CYM;07/10/2020;11.09315857;10.81783698;
CAF;07/10/2020;15.39030816;6.49411686;0.367
TCD;07/10/2020;16.61436742;7.477690778;0.404
CHL;07/10/2020;16.76604717;10.03306902;0.843
CHN;07/10/2020;21.08743924;9.636177357;0.752
COL;07/10/2020;17.74503716;9.492126271;0.747
COM;07/10/2020;13.67578287;7.25410005;0.503
COG;07/10/2020;15.52354271;8.493188572;0.606
CRI;07/10/2020;15.44359631;9.650206585;0.794
CIV;07/10/2020;17.08805131;8.18896853;0.492
HRV;07/10/2020;15.22778158;10.02878879;0.831
CUB;07/10/2020;16.24266591;0;0.777
CUW;07/10/2020;12.00823128;0;
CYP;07/10/2020;13.68300607;10.38638063;0.869
CZE;07/10/2020;16.18659339;10.39224872;0.888
COD;07/10/2020;18.31043503;6.694726649;0.457
DNK;07/10/2020;15.57202326;10.75112496;0.929
DJI;07/10/2020;13.80344;7.903007272;0.476
DMA;07/10/2020;11.18429639;9.177131718;0.715
DOM;07/10/2020;16.19948244;9.588835779;0.736
ECU;07/10/2020;16.68585306;9.266903675;0.752
EGY;07/10/2020;18.44375647;9.263900665;0.696
SLV;07/10/2020;15.68518756;8.894595942;0.674
GNQ;07/10/2020;14.15411267;10.02592078;0.591
ERI;07/10/2020;15.08145118;7.320168857;0.44
EST;07/10/2020;14.09808385;10.29150981;0.871
ETH;07/10/2020;18.56012597;7.45583449;0.463
FRO;07/10/2020;10.79681667;0;
FLK;07/10/2020;8.15564927;0;
FJI;07/10/2020;13.7061911;9.0714202;0.741
FIN;07/10/2020;15.52763465;10.61117158;0.92
FRA;07/10/2020;17.99409688;10.56115446;0.901
PYF;07/10/2020;12.54576825;0;
GAB;07/10/2020;14.61559461;9.71489113;0.702
GMB;07/10/2020;14.69789863;7.353573152;0.46
GEO;07/10/2020;15.199095;9.184517719;0.78
DEU;07/10/2020;18.24375196;10.71949917;0.936
GHA;07/10/2020;17.25184806;8.349396831;0.592
GIB;07/10/2020;10.42498602;0;
GRC;07/10/2020;16.15953083;10.1094598;0.87
GRL;07/10/2020;10.94679853;0;
GRD;07/10/2020;11.63087738;9.51737475;0.772
GUM;07/10/2020;12.03636915;0;
GTM;07/10/2020;16.70118056;8.912447412;0.65
GGY;07/10/2020;11.11322372;0;
GIN;07/10/2020;16.39062287;7.600365315;0.459
GNB;07/10/2020;14.49252734;7.345155006;0.455
GUY;07/10/2020;13.57542301;8.91396018;0.654
HTI;07/10/2020;16.24934608;7.410451751;0.498
HND;07/10/2020;16.10851066;8.421077587;0.617
HKG;07/10/2020;15.8300119;10.9340872;0.933
HUN;07/10/2020;16.08354044;10.19531954;0.838
ISL;07/10/2020;12.74037063;10.74684103;0.935
IND;07/10/2020;21.04535251;8.768212421;0.64
IDN;07/10/2020;19.42689854;9.322663552;0.694
IRN;07/10/2020;18.24624346;9.856533252;0.798
IRQ;07/10/2020;17.50993717;9.659119471;0.685
IRL;07/10/2020;15.41242964;11.11743979;0.938
IMN;07/10/2020;11.35078294;0;
ISR;07/10/2020;15.97371025;10.40826452;0.903
ITA;07/10/2020;17.91752278;10.46937177;0.88
JAM;07/10/2020;14.90109198;9.011105101;0.732
JPN;07/10/2020;18.65556675;10.57137392;0.909
JEY;07/10/2020;11.52359831;0;
JOR;07/10/2020;16.13820607;9.028517491;0.735
KAZ;07/10/2020;16.74812767;10.0881226;0.8
KEN;07/10/2020;17.80025043;8.004040863;0.59
OWID_KOS;07/10/2020;14.47446683;9.189712472;0
KWT;07/10/2020;15.26725623;11.09027153;0.803
KGZ;07/10/2020;15.69102752;8.129609454;0.672
LAO;07/10/2020;15.80003079;8.763640684;0.601
LVA;07/10/2020;14.45007584;10.12918169;0.847
LBN;07/10/2020;15.73616766;9.500586529;0.757
LSO;07/10/2020;14.57736817;7.955478753;0.52
LBR;07/10/2020;15.43641784;6.623783648;0.435
LBY;07/10/2020;15.74286198;9.791522441;0.706
LIE;07/10/2020;10.54894022;0;0.916
LTU;07/10/2020;14.81698436;10.29296775;0.858
LUX;07/10/2020;13.34706731;11.45400277;0.904
MKD;07/10/2020;14.54950213;9.481223174;0.757
MDG;07/10/2020;17.13661869;7.25590196;0.519
MWI;07/10/2020;16.76676599;6.998547998;0.477
MYS;07/10/2020;17.29261899;10.19646175;0.802
MDV;07/10/2020;13.20032762;9.627972231;0.717
MLI;07/10/2020;16.82370654;7.608029998;0.427
MLT;07/10/2020;12.99802163;10.50543249;0.878
MRT;07/10/2020;15.35230466;8.188031408;0.52
MUS;07/10/2020;14.05591783;9.918018712;0.79
MEX;07/10/2020;18.67480153;9.760567596;0.774
MDA;07/10/2020;15.21025983;8.554483581;0.7
MCO;07/10/2020;10.57755385;0;
MNG;07/10/2020;15.00283311;9.379310359;0.741
MNE;07/10/2020;13.35039417;9.705602795;0.814
MSR;07/10/2020;8.516993171;0;
MAR;07/10/2020;17.42400819;8.920658034;0.667
MOZ;07/10/2020;17.25770384;7.035359264;0.437
MMR;07/10/2020;17.81205473;8.629020214;0.578
NAM;07/10/2020;14.7480352;9.163438264;0.647
NPL;07/10/2020;17.18751281;7.800901839;0.574
NLD;07/10/2020;16.6566263;10.78875283;0.931
NCL;07/10/2020;12.56196578;0;
NZL;07/10/2020;15.38874766;10.49365591;0.917
NIC;07/10/2020;15.70629361;8.579499974;0.658
NER;07/10/2020;17.00213737;6.830874235;0.354
NGA;07/10/2020;19.1440641;8.582691377;0.532
MNP;07/10/2020;10.96053104;0;
NOR;07/10/2020;15.5058355;11.07906176;0.953
OMN;07/10/2020;15.44604869;10.54430693;0.821
PAK;07/10/2020;19.21318595;8.524110809;0.562
PSE;07/10/2020;15.44502871;8.400636454;0.686
PAN;07/10/2020;15.27755412;10.0108627;0.789
PNG;07/10/2020;16.00683186;8.248841478;0.544
PRY;07/10/2020;15.78017657;9.085571618;0.702
PER;07/10/2020;17.3111646;9.412195402;0.75
PHL;07/10/2020;18.51217534;8.935796678;0.699
POL;07/10/2020;17.44905184;10.21157667;0.865
PRT;07/10/2020;16.13757538;10.23770353;0.847
PRI;07/10/2020;14.86662585;10.46437881;
QAT;07/10/2020;14.87366884;11.66937863;0.856
ROU;07/10/2020;16.77238152;10.05677496;0.811
RUS;07/10/2020;18.79866817;10.11722517;0.816
RWA;07/10/2020;16.37677691;7.525214548;0.524
KNA;07/10/2020;10.88166329;10.11271005;0.778
LCA;07/10/2020;12.1206727;9.468993065;0.747
VCT;07/10/2020;11.61680789;9.280532817;0.723
SMR;07/10/2020;10.43229061;10.94837324;
STP;07/10/2020;12.2975619;8.02378631;0.589
SAU;07/10/2020;17.36552634;10.8005019;0.853
SEN;07/10/2020;16.63354636;7.81220822;0.505
SRB;07/10/2020;15.73310882;9.550298027;0.787
SYC;07/10/2020;11.49618614;10.18044812;0.797
SLE;07/10/2020;15.89207108;7.23727483;0.419
SGP;07/10/2020;15.58201085;11.35668541;0.932
SXM;07/10/2020;10.66620744;10.50032293;
SVK;07/10/2020;15.51289396;10.31411107;0.855
SVN;07/10/2020;14.54736486;10.35458992;0.896
SOM;07/10/2020;16.5814031;0;
ZAF;07/10/2020;17.8982664;9.416937869;0.699
KOR;07/10/2020;17.75260041;10.48956092;0.903
SSD;07/10/2020;16.23086427;7.358759558;0.388
ESP;07/10/2020;17.66042712;10.44209448;0.891
LKA;07/10/2020;16.87952045;9.36469763;0.77
SDN;07/10/2020;17.59626861;8.40436195;0.502
SUR;07/10/2020;13.28215639;9.530038347;0.72
